SURAT LALU LINTAS KEIMIGRASIAN KANIM PKP,,,,,,,,,,,,
TAHUN 2026,,,,,,,,,,,,
NO,Tanggal,Klasifikasi,,,,Jenis,Nomor,Nomor,Isi Ringkasan,Nomor Surat,Pengelola,Status
4250,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4251,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4252,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4253,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4254,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4255,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4256,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4257,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4258,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4259,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4260,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4261,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4262,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4263,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4264,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4265,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4266,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4267,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4268,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4269,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4270,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4271,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4272,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4273,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4274,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4275,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4276,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4277,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4278,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4279,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4280,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4281,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4282,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4283,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4284,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4285,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4286,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4287,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4288,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4289,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4290,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4291,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4292,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4293,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4294,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4295,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4296,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4297,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4298,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4299,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4300,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4301,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4302,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4303,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4304,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4305,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4306,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4307,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4308,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4309,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4310,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4311,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4312,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4313,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4314,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4315,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4316,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4317,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4318,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4319,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4320,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4321,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4322,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4323,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4324,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4325,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4326,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4327,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4328,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4329,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4330,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4331,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4332,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4333,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4334,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4335,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4336,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4337,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4338,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4339,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4340,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4341,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4342,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4343,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4344,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4345,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4346,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4347,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4348,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4349,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4350,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4351,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4352,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4353,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4354,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4355,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4356,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4357,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4358,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4359,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4360,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4361,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4362,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4363,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4364,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4365,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4366,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4367,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4368,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4369,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4370,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4371,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4372,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4373,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4374,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4375,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4376,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4377,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4378,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4379,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4380,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4381,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4382,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4383,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4384,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4385,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4386,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4387,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4388,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4389,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4390,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4391,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4392,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4393,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4394,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4395,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4396,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4397,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4398,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4399,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4400,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4401,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4402,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4403,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4404,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4405,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4406,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4407,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4408,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4409,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4410,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4411,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4412,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4413,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4414,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4415,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4416,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4417,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4418,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4419,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4420,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4421,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4422,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4423,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4424,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4425,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4426,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4427,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4428,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4429,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4430,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4431,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4432,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4433,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4434,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4435,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4436,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4437,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4438,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4439,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4440,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4441,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4442,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4443,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4444,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4445,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4446,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4447,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4448,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4449,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4450,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4451,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4452,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4453,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4454,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4455,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4456,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4457,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4458,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4459,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4460,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4461,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4462,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4463,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4464,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4465,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4466,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4467,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4468,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4469,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4470,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4471,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4472,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4473,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4474,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4475,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4476,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4477,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4478,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4479,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4480,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4481,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4482,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4483,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4484,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4485,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4486,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4487,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4488,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4489,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4490,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4491,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4492,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4493,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4494,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4495,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4496,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4497,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4498,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4499,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4500,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4501,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4502,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4503,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4504,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4505,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4506,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4507,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4508,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4509,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4510,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4511,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4512,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4513,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4514,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4515,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4516,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4517,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4518,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4519,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4520,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4521,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4522,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4523,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4524,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4525,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4526,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4527,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4528,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4529,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4530,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4531,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4532,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4533,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4534,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4535,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4536,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4537,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4538,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4539,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4540,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4541,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4542,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4543,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4544,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4545,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4546,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4547,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4548,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4549,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4550,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4551,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4552,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4553,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4554,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4555,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4556,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4557,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4558,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4559,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4560,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4561,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4562,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4563,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4564,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4565,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4566,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4567,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4568,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4569,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4570,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4571,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4572,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4573,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4574,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4575,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4576,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4577,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4578,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4579,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4580,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4581,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4582,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4583,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4584,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4585,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4586,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4587,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4588,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4589,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4590,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4591,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4592,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4593,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4594,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4595,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4596,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4597,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4598,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4599,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4600,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4601,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4602,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4603,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4604,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4605,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4606,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4607,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4608,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4609,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4610,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4611,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4612,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4613,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4614,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4615,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4616,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4617,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4618,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4619,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4620,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4621,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4622,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4623,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4624,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4625,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4626,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4627,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4628,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4629,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4630,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4631,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4632,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4633,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4634,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4635,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4636,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4637,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4638,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4639,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4640,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4641,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4642,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4643,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4644,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4645,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4646,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4647,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4648,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4649,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4650,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4651,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4652,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4653,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4654,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4655,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4656,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4657,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4658,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4659,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4660,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4661,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4662,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4663,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4664,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4665,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4666,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4667,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4668,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4669,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4670,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4671,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4672,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4673,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4674,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4675,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4676,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4677,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4678,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4679,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4680,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4681,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
4682,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
